customer_id,snapshot_date,county,sector,employment_type,gender,age,kyc_level,relationship_length_months,salary_inflow_flag,product_type,loan_balance_kes,credit_limit_kes,utilization_ratio,interest_rate,loan_term_months,collateral_value_kes,loan_to_value,bureau_score,num_active_loans,num_closed_loans,days_past_due,missed_payments_6m,avg_daily_balance_30d_kes,inflow_30d_kes,outflow_30d_kes,digital_txn_count_30d,atm_withdrawals_30d,branch_visits_30d,collection_contacted_after_snapshot,chargeoff_indicator,days_to_next_payment
C02350,2025-10-28,Uasin Gishu,SME_Trade,Micro_Enterprise,M,43,Tier2,369,1,Overdraft,21352.31,107845.91,0.1321,0.2019,0,10407.48,2.0516,579.0,1,1,0,2,18995.84,54186.13,41127.31,26,6,2,0,0,12
C02462,2025-10-28,Machakos,Agribusiness,Micro_Enterprise,F,30,Tier2,322,0,Overdraft,104792.64,281675.32,0.3794,0.224,0,,,462.5,3,1,53,2,474.74,45694.74,40131.62,18,2,0,1,0,218
C02463,2025-10-28,Kisumu,Salaried,Contract,F,42,Tier1,385,1,SME_Loan,632860.17,,,0.193,36,202182.31,3.1301,699.9,1,0,0,0,24167.68,127440.58,109902.48,34,5,0,0,0,18
C02490,2025-10-28,Kisumu,Salaried,Permanent,M,37,Tier1,273,1,Personal_Loan,414689.13,,,0.2929,24,358533.98,1.1566,733.2,3,0,0,0,1649.93,54676.33,48386.33,20,6,1,1,1,216
C02512,2025-10-28,Nyeri,Construction,Self_Employed,M,59,Tier2,241,0,Personal_Loan,413688.05,,,0.2034,36,3800.79,5.0,544.9,3,2,13,3,7322.75,81756.86,56969.63,11,2,1,0,0,9
C02581,2025-10-28,Nyeri,SME_Services,Self_Employed,F,38,Tier1,349,1,Personal_Loan,299505.01,,,0.2831,18,170765.59,1.7539,581.9,1,1,18,6,1526.49,8852.09,6758.88,25,1,1,0,0,9
C02614,2025-10-28,Nakuru,Salaried,Permanent,M,47,Tier2,189,1,SME_Loan,0.0,,,0.3209,12,565842.91,0.05,670.5,1,0,0,2,3629.44,81872.43,64389.83,22,5,0,1,0,8
C02618,2025-10-28,Nairobi,Transport,Self_Employed,M,23,Tier2,321,1,Personal_Loan,361489.79,,,0.2371,24,25964.7,5.0,726.9,1,1,4,3,1822.22,18436.19,13365.84,23,4,0,1,0,20
C02624,2025-10-28,Nairobi,Other,Self_Employed,F,62,Tier2,340,1,Personal_Loan,330416.0,,,0.231,12,407179.63,0.8115,665.3,1,0,27,2,565.35,27921.66,42315.42,15,6,0,0,0,30
C02734,2025-10-28,Nyeri,Agribusiness,Micro_Enterprise,F,30,Tier2,362,0,Overdraft,170557.37,278897.6,0.5512,0.2445,0,43690.19,3.9038,638.6,1,2,0,4,6314.8,59732.49,40414.8,20,3,3,1,0,28
C02788,2025-10-28,Nakuru,Salaried,Permanent,M,23,Tier3,366,1,Personal_Loan,522629.04,,,0.1722,36,,,499.8,1,0,24,4,73497.31,202727.15,289305.03,35,6,0,1,0,9
C02806,2025-10-28,Uasin Gishu,SME_Trade,Micro_Enterprise,M,64,Tier3,384,0,Overdraft,112980.23,50000.0,1.8,0.1977,0,190790.34,0.5922,521.1,3,1,0,2,1358.06,69492.69,58359.52,24,6,1,0,0,18
C02851,2025-10-28,Nairobi,Transport,Micro_Enterprise,M,29,Tier3,263,0,Personal_Loan,309268.67,,,0.2504,24,0.0,5.0,594.5,1,0,18,3,8092.83,126473.59,131182.58,31,3,2,1,0,222
C02878,2025-10-28,Kiambu,Other,Self_Employed,F,63,Tier1,346,0,Personal_Loan,254409.62,,,0.2464,24,161340.14,1.5769,558.1,1,1,0,1,16781.96,55052.48,40414.77,14,3,0,0,0,7
C02944,2025-10-28,Kakamega,Salaried,Permanent,M,29,Tier2,358,1,Personal_Loan,110387.25,,,0.2491,36,740803.84,0.149,582.8,1,0,14,1,0.0,26991.01,24074.55,32,4,0,0,0,33
C02950,2025-10-28,Nairobi,Transport,Self_Employed,M,44,Tier2,367,0,Personal_Loan,263294.35,,,0.2588,24,171755.43,1.533,722.9,1,1,0,0,10646.42,51377.8,58007.0,20,3,1,0,0,13
C02987,2025-10-28,Kakamega,Transport,Micro_Enterprise,M,54,Tier1,268,0,Credit_Card,20409.08,364251.88,0.0138,0.4481,0,,,664.9,1,4,0,2,812.15,147457.28,85980.2,16,1,1,0,0,9
C02997,2025-10-28,Nairobi,Salaried,Contract,F,34,Tier2,306,1,SME_Loan,615062.78,,,0.2846,12,0.0,5.0,636.0,4,1,0,0,3684.46,34313.36,29562.46,25,4,0,0,0,13
C03002,2025-10-28,Nairobi,Salaried,Permanent,M,51,Tier3,365,1,Overdraft,66268.83,373537.41,0.2254,0.2111,0,142750.06,0.4642,571.1,1,1,13,4,1571.6,12307.26,7684.78,33,6,2,1,0,224
C03052,2025-10-28,Mombasa,SME_Trade,Self_Employed,F,28,Tier1,408,0,Personal_Loan,350920.95,,,0.2133,24,358416.19,0.9791,559.4,1,0,1,4,19713.59,128145.72,116915.61,16,2,2,0,0,219
C03057,2025-10-28,Kiambu,SME_Services,Self_Employed,F,57,Tier3,283,0,Personal_Loan,347185.82,,,0.1633,18,309571.89,1.1215,767.3,2,0,1,2,2083.44,48444.52,49217.47,32,4,0,0,0,33
C03083,2025-10-28,Nairobi,SME_Services,Self_Employed,M,33,Tier3,286,0,Credit_Card,25596.55,139223.83,0.2871,0.2256,0,,,553.6,2,0,0,2,28296.03,68020.96,79182.66,27,6,0,0,0,10
C03088,2025-10-28,Nairobi,Hospitality,Self_Employed,F,28,Tier2,392,0,Credit_Card,45735.14,265342.55,0.1548,0.2042,0,,,569.5,1,0,43,3,0.0,57714.62,26090.11,15,4,1,0,0,10
C03125,2025-10-28,Uasin Gishu,SME_Trade,Micro_Enterprise,M,40,Tier1,233,1,Personal_Loan,617093.58,,,0.2942,12,,,544.2,1,0,17,6,7356.94,52858.77,52042.61,13,4,1,0,0,13
C03284,2025-10-28,Kakamega,Salaried,Contract,M,25,Tier3,302,1,Personal_Loan,320935.52,,,0.2605,12,679472.16,0.4723,685.1,1,2,2,5,10896.55,129389.82,237473.55,35,4,1,0,0,21
C03294,2025-10-28,Nyeri,Salaried,Permanent,F,34,Tier2,331,1,Personal_Loan,312210.69,,,0.2609,36,0.0,5.0,656.6,1,1,0,4,11914.63,110779.49,81538.11,33,6,1,0,0,27
C03344,2025-10-28,Kisumu,SME_Trade,Self_Employed,F,48,Tier2,304,1,SME_Loan,797846.59,,,0.2292,36,22967.39,5.0,524.6,2,0,44,3,18950.15,89064.83,89022.22,18,6,0,0,0,16
C03345,2025-10-28,Nairobi,SME_Trade,Micro_Enterprise,M,45,Tier1,387,1,SME_Loan,675501.28,,,0.2299,24,586445.62,1.1519,713.5,2,0,0,4,2656.75,18311.36,20029.67,25,5,2,0,0,18
C03347,2025-10-28,Kiambu,SME_Trade,Self_Employed,M,48,Tier2,303,0,Overdraft,161926.64,50000.0,1.8,0.1561,0,107724.8,1.5032,668.2,1,0,1,1,3933.53,23468.68,20792.71,20,2,0,0,0,6
C03355,2025-10-28,Kiambu,SME_Services,Self_Employed,M,64,Tier1,307,0,Personal_Loan,441669.34,,,0.2732,12,336803.16,1.3114,434.6,2,1,46,4,14644.58,59391.35,63756.21,12,6,1,0,0,17
C03433,2025-10-28,Machakos,Hospitality,Self_Employed,F,30,Tier1,312,0,Personal_Loan,330284.66,,,0.2185,18,642769.77,0.5138,693.5,1,1,0,0,9193.04,52934.67,42047.37,16,11,1,0,0,23
C03444,2025-10-28,Nairobi,SME_Trade,Micro_Enterprise,M,30,Tier3,232,0,SME_Loan,550104.54,,,0.2382,24,532937.53,1.0322,609.6,1,0,5,3,11674.42,77339.45,60269.11,19,5,1,0,0,34
C03449,2025-10-28,Nairobi,SME_Trade,Micro_Enterprise,M,48,Tier2,344,0,Personal_Loan,439768.57,,,0.2148,36,172222.3,2.5535,580.5,1,1,9,5,15219.07,50250.84,35479.3,16,3,0,1,1,181
C03464,2025-10-28,Kiambu,Construction,Micro_Enterprise,M,23,Tier2,331,0,Personal_Loan,342351.64,,,0.1502,24,71746.47,4.7717,632.4,1,0,0,0,10781.61,39499.65,40548.09,26,3,0,0,0,7
C03483,2025-10-28,Mombasa,Salaried,Permanent,F,56,Tier2,313,1,SME_Loan,475114.96,,,0.1611,48,0.0,5.0,662.1,1,0,7,4,47972.8,205320.77,218422.82,26,2,0,1,0,6
C00044,2025-11-27,Kiambu,Agribusiness,Micro_Enterprise,M,36,Tier1,342,0,Personal_Loan,208498.9,,,0.1419,36,105762.83,1.9714,710.4,1,1,7,2,852.97,5588.57,6153.16,28,9,2,0,0,30
C00051,2025-11-27,Nakuru,Salaried,Permanent,M,55,Tier2,373,1,SME_Loan,449586.62,,,0.1605,24,321113.46,1.4001,580.0,2,1,58,5,20540.78,122084.3,115214.9,19,8,3,0,0,14
C00071,2025-11-27,Nairobi,SME_Trade,Self_Employed,M,56,Tier2,335,1,Personal_Loan,347676.13,,,0.2378,36,329656.91,1.0547,499.6,2,0,18,6,9300.56,74061.65,54232.11,15,2,1,0,0,30
C00116,2025-11-27,Nyeri,SME_Trade,Micro_Enterprise,M,46,Tier1,323,0,SME_Loan,201017.61,,,0.2376,24,356897.34,0.5632,770.2,1,1,19,4,4880.45,58988.88,50020.35,17,5,1,0,0,31
C00132,2025-11-27,Kiambu,Hospitality,Self_Employed,M,45,Tier2,321,0,SME_Loan,163858.56,,,0.0639,36,497510.54,0.3294,560.8,1,2,6,5,12683.62,38516.28,49561.56,23,2,3,1,1,182
C00145,2025-11-27,Kisumu,SME_Trade,Self_Employed,F,65,Tier2,360,1,SME_Loan,417951.93,,,0.1616,24,,,703.5,3,0,0,0,0.0,18551.83,11214.59,20,5,2,0,0,33
C00150,2025-11-27,Nairobi,Salaried,Permanent,F,23,Tier2,446,1,Overdraft,0.0,390368.49,0.0,0.1755,0,30987.22,0.05,635.2,1,0,1,4,0.0,16084.47,10054.19,27,5,1,0,0,14
C00175,2025-11-27,Kakamega,SME_Trade,Self_Employed,F,52,Tier2,383,0,Personal_Loan,235188.02,,,0.3023,12,,,687.3,1,0,0,0,0.0,27382.41,40688.21,15,6,0,0,0,20
C00189,2025-11-27,Nyeri,SME_Trade,Self_Employed,F,31,Tier2,377,0,Personal_Loan,259048.77,,,0.1885,36,,,579.1,1,0,0,1,1186.74,13997.84,9831.74,18,6,0,0,0,23
C00200,2025-11-27,Kisumu,Salaried,Permanent,M,64,Tier2,368,1,Credit_Card,0.0,212143.75,0.0,0.2697,0,,,735.0,1,0,0,1,0.0,116615.19,79509.59,27,9,2,0,0,28
C00209,2025-11-27,Nairobi,Salaried,Permanent,M,32,Tier2,243,1,Overdraft,96035.8,174079.41,0.5199,0.1433,0,,,689.9,3,1,0,1,13883.25,101176.11,59300.78,31,4,0,0,0,12
C00244,2025-11-27,Mombasa,Salaried,Contract,F,50,Tier2,445,1,Personal_Loan,327786.83,,,0.1947,36,476092.47,0.6885,614.7,1,1,0,1,5932.49,96854.03,54927.5,30,7,1,0,0,28
C00308,2025-11-27,Mombasa,Other,Self_Employed,M,45,Tier2,367,1,SME_Loan,329584.36,,,0.2414,48,28242.95,5.0,667.0,3,0,24,6,12864.39,92880.07,89357.06,25,5,1,0,0,5
C00311,2025-11-27,Kakamega,Construction,Self_Employed,M,50,Tier2,332,0,Overdraft,63999.09,188355.92,0.3292,0.1877,0,,,465.3,2,2,24,1,19737.15,117203.8,7408.67,18,6,2,0,0,198
C00321,2025-11-27,Nairobi,Salaried,Permanent,M,35,Tier1,378,1,Credit_Card,140062.35,327286.0,0.3781,0.2703,0,,,516.5,2,0,0,0,0.0,0.0,0.0,32,5,0,0,0,12
C00331,2025-11-27,Kiambu,SME_Trade,Self_Employed,F,45,Tier1,403,1,SME_Loan,361081.14,,,0.2886,24,0.0,5.0,534.8,3,1,12,3,7346.63,47316.1,39988.23,17,5,1,0,0,19
C00425,2025-11-27,Nakuru,Construction,Self_Employed,F,39,Tier3,255,1,Credit_Card,36176.78,213225.72,0.2257,0.2704,0,,,648.3,1,1,6,5,36566.76,158864.29,199637.21,30,4,2,0,0,11
C00494,2025-11-27,Kakamega,Salaried,Permanent,F,48,Tier1,341,1,Overdraft,0.0,217151.26,0.1144,0.2266,0,182263.55,0.05,387.3,1,5,28,1,11562.72,113659.51,83308.87,20,7,2,1,0,12
C00662,2025-11-27,Nairobi,Salaried,Permanent,M,54,Tier2,359,1,Personal_Loan,399997.42,,,0.2483,12,0.0,5.0,418.7,1,3,29,2,14322.53,72055.47,79181.27,26,10,1,0,0,10
C00691,2025-11-27,Kiambu,SME_Services,Micro_Enterprise,M,65,Tier2,351,0,SME_Loan,137711.67,,,0.2175,12,469554.11,0.2933,595.7,2,0,13,5,2550.82,32554.99,24986.12,27,1,1,0,0,12
C00733,2025-11-27,Meru,Other,Micro_Enterprise,F,62,Tier2,377,0,Overdraft,31860.16,192660.02,0.0641,0.1606,0,77640.28,0.4104,571.3,1,2,0,2,1111.8,22422.8,18485.18,15,5,2,0,0,27
C00737,2025-11-27,Nairobi,SME_Services,Micro_Enterprise,M,53,Tier2,300,0,Personal_Loan,62048.58,,,0.2614,12,282700.28,0.2195,543.0,1,1,15,0,22669.23,214285.0,237458.64,15,4,0,0,0,21
C00742,2025-11-27,Kiambu,Hospitality,Self_Employed,F,55,Tier1,408,0,Personal_Loan,305000.98,,,0.198,36,1240943.18,0.2458,596.3,1,1,16,3,976.39,25116.98,26829.96,12,3,0,0,0,19
C00760,2025-11-27,Meru,Salaried,Permanent,M,53,Tier1,335,1,Personal_Loan,424604.65,,,0.2293,24,95139.84,4.463,800.9,2,0,0,0,5615.26,30282.43,28571.24,38,8,1,0,0,27
C00817,2025-11-27,Nakuru,Salaried,Permanent,F,22,Tier1,369,1,Personal_Loan,179840.0,,,0.1802,18,427318.48,0.4209,570.6,2,1,4,3,26300.4,103960.76,104322.69,32,10,0,0,0,27
C00821,2025-11-27,Kakamega,Salaried,Permanent,F,22,Tier2,195,1,Personal_Loan,172733.73,,,0.2148,18,119191.04,1.4492,735.8,3,1,3,4,9981.6,54807.24,49030.08,23,11,0,0,0,10
C00839,2025-11-27,Mombasa,Agribusiness,Micro_Enterprise,F,21,Tier2,374,0,Personal_Loan,96199.21,,,0.2042,18,558224.2,0.1723,674.4,1,2,2,3,2797.98,86951.9,108643.16,25,2,1,0,0,8
C00842,2025-11-27,Nairobi,Salaried,Permanent,M,50,Tier2,349,1,Overdraft,0.0,331955.41,0.0,0.2101,0,127861.89,0.05,681.3,1,1,0,1,7078.5,31715.4,20856.84,31,5,1,0,0,9
C00952,2025-11-27,Nakuru,Salaried,Permanent,M,34,Tier1,400,1,Overdraft,397966.63,50000.0,1.8,0.1363,0,0.0,5.0,671.6,1,1,25,2,24603.67,95706.0,91044.83,28,11,0,0,0,25
C01030,2025-11-27,Nairobi,Transport,Self_Employed,F,36,Tier1,383,0,SME_Loan,1158739.29,,,0.1683,48,842927.76,1.3747,563.8,3,1,4,5,24326.5,78477.63,76149.51,23,2,2,0,0,33
C01033,2025-11-27,Mombasa,SME_Services,Micro_Enterprise,M,53,Tier1,383,0,Personal_Loan,479830.08,,,0.2267,24,441874.31,1.0859,710.6,4,0,3,2,38089.36,190155.15,169840.64,20,4,4,0,0,6
C01053,2025-11-27,Nakuru,Agribusiness,Micro_Enterprise,F,43,Tier1,344,1,Credit_Card,66498.22,53366.53,0.8761,0.2135,0,,,611.1,3,0,0,1,3281.11,16104.65,11388.57,14,7,2,0,0,11
C01128,2025-11-27,Meru,Construction,Micro_Enterprise,F,49,Tier1,74,0,SME_Loan,666193.62,,,0.124,24,881120.86,0.7561,685.0,2,1,0,2,38.95,40869.92,28928.94,18,5,0,0,0,18
C01143,2025-11-27,Mombasa,Salaried,Permanent,M,62,Tier2,364,1,Personal_Loan,336765.93,,,0.1957,12,371465.6,0.9066,526.4,2,1,21,1,1734.07,99506.22,125961.21,26,6,0,0,0,14
C01152,2025-11-27,Nairobi,Salaried,Permanent,M,43,Tier1,372,1,SME_Loan,1174162.62,,,0.2453,24,,,539.2,1,2,22,1,12978.88,103600.0,69977.54,16,6,2,0,0,23
C01176,2025-11-27,Nairobi,Other,Self_Employed,M,36,Tier3,299,0,Personal_Loan,407799.5,,,0.271,12,,,795.4,1,0,0,1,4525.56,24308.62,30319.74,21,3,2,0,0,16
C01240,2025-11-27,Nyeri,Salaried,Contract,M,22,Tier2,400,1,Personal_Loan,236099.54,,,0.2567,18,212922.92,1.1088,633.4,1,0,4,6,2991.25,28609.6,20402.92,26,6,1,0,0,15
C01256,2025-11-27,Nairobi,Salaried,Permanent,M,24,Tier1,408,1,SME_Loan,412534.2,,,0.1968,24,478541.83,0.8621,618.2,3,1,0,0,20866.08,77351.06,81415.73,36,4,2,0,0,21
C01283,2025-11-27,Kiambu,Agribusiness,Self_Employed,F,38,Tier2,407,0,SME_Loan,146981.67,,,0.0931,36,648885.52,0.2265,559.8,3,2,8,2,22511.27,169384.93,193159.44,20,4,1,0,0,33
C01296,2025-11-27,Meru,SME_Trade,Micro_Enterprise,M,44,Tier3,395,0,Credit_Card,0.0,144401.85,0.0,0.2615,0,,,687.3,1,2,0,0,28077.85,301940.85,255498.26,18,5,1,1,0,167
C01297,2025-11-27,Nairobi,SME_Services,Micro_Enterprise,M,32,Tier1,345,0,SME_Loan,597830.34,,,0.1434,24,240337.05,2.4875,670.9,1,2,12,4,11724.55,165148.79,98841.89,19,4,3,0,0,14
C01326,2025-11-27,Uasin Gishu,Agribusiness,Micro_Enterprise,M,29,Tier2,332,0,Overdraft,47653.93,271174.44,0.2069,0.2767,0,122146.71,0.3901,466.0,1,0,3,4,0.0,0.0,0.0,17,3,1,0,0,33
C01330,2025-11-27,Nyeri,Agribusiness,Self_Employed,F,36,Tier1,359,0,Personal_Loan,319863.01,,,0.2145,36,846752.99,0.3778,539.0,1,0,26,1,0.0,0.0,0.0,18,1,4,0,0,140
C01355,2025-11-27,Kiambu,SME_Services,Self_Employed,M,30,Tier1,355,0,Overdraft,81.02,300366.27,0.0135,0.1869,0,145788.49,0.05,628.3,1,0,20,2,14254.37,236759.4,168349.57,12,3,0,0,0,29
C01415,2025-11-27,Nairobi,Salaried,Permanent,M,47,Tier2,347,1,Overdraft,173446.74,226874.03,0.7786,0.2332,0,198102.82,0.8755,656.2,1,0,0,0,16270.9,52999.69,46870.43,17,4,4,0,0,31
C01423,2025-11-27,Nakuru,Construction,Self_Employed,M,47,Tier2,338,1,SME_Loan,671134.94,,,0.171,12,625055.65,1.0737,658.7,1,1,1,1,7583.89,43610.83,56173.26,18,6,1,0,0,30
C01433,2025-11-27,Uasin Gishu,Salaried,Permanent,M,28,Tier3,390,1,Overdraft,253435.77,284987.33,0.8799,0.1762,0,160713.27,1.5769,512.6,2,1,20,4,11912.59,172735.63,186505.66,30,11,1,0,0,29
C01456,2025-11-27,Nakuru,SME_Services,Micro_Enterprise,F,23,Tier3,341,1,Personal_Loan,250745.83,,,0.3459,24,392295.29,0.6392,495.8,1,0,23,1,6525.92,60422.69,83801.93,20,4,1,0,0,32
C01485,2025-11-27,Nairobi,Transport,Micro_Enterprise,F,39,Tier2,445,0,Personal_Loan,412950.6,,,0.1863,36,914545.17,0.4515,650.6,1,1,31,0,4823.81,16419.06,23705.61,12,4,2,0,0,8
C01512,2025-11-27,Uasin Gishu,Other,Self_Employed,M,31,Tier2,382,1,SME_Loan,828436.92,,,0.1674,24,543586.47,1.524,542.1,1,0,3,4,11340.56,76944.98,59271.61,28,0,1,0,0,183
C01517,2025-11-27,Meru,SME_Trade,Micro_Enterprise,F,42,Tier1,359,1,SME_Loan,724599.89,,,0.1581,12,749968.39,0.9662,624.2,2,1,17,3,28449.14,168175.48,212477.74,17,4,3,0,0,23
C01591,2025-11-27,Kiambu,Agribusiness,Self_Employed,F,54,Tier2,431,0,Overdraft,2769.92,317763.49,0.0,0.2302,0,121948.77,0.05,474.5,1,2,32,3,37362.53,185841.86,194662.03,19,3,0,1,0,203
C01611,2025-11-27,Nairobi,Transport,Self_Employed,F,55,Tier3,285,1,Personal_Loan,412882.48,,,0.2329,18,236159.3,1.7483,660.9,1,0,0,0,642.73,15724.74,18899.69,23,2,0,0,0,30
C01614,2025-11-27,Mombasa,SME_Services,Self_Employed,M,52,Tier1,409,1,Personal_Loan,201308.9,,,0.2643,12,445142.76,0.4522,619.6,2,0,20,6,36322.27,136456.03,145125.26,8,4,1,0,0,9
C01627,2025-11-27,Nairobi,SME_Services,Self_Employed,F,47,Tier3,406,0,Credit_Card,0.0,216174.54,0.0,0.3128,0,,,595.0,1,0,22,3,27027.87,113249.1,86459.32,25,7,0,0,0,25
C01629,2025-11-27,Kiambu,SME_Trade,Micro_Enterprise,F,38,Tier2,414,0,Personal_Loan,623243.24,,,0.2719,18,659398.71,0.9452,635.4,2,1,0,2,12774.39,155759.46,54346.06,19,2,1,0,0,25
C01633,2025-11-27,Mombasa,Salaried,Permanent,M,25,Tier3,385,1,Overdraft,33840.73,447050.83,0.0597,0.1747,0,234397.29,0.1444,579.8,3,1,0,3,39703.16,147624.57,113669.28,36,6,0,0,0,15
C01745,2025-11-27,Machakos,Construction,Self_Employed,F,30,Tier2,268,0,Personal_Loan,131596.69,,,0.2013,36,453591.59,0.2901,560.2,1,2,14,3,18701.83,127296.31,168370.15,17,2,0,0,0,32
C01781,2025-11-27,Nairobi,Agribusiness,Self_Employed,F,23,Tier2,447,0,Credit_Card,264292.48,209555.89,1.2885,0.2528,0,,,639.6,1,1,0,0,656.73,6012.79,2811.48,18,5,1,0,0,7
C01792,2025-11-27,Nairobi,SME_Trade,Micro_Enterprise,M,60,Tier1,420,0,Overdraft,90899.81,282507.51,0.4087,0.2673,0,176663.58,0.5145,469.8,1,1,31,3,4792.65,35101.02,20949.97,18,2,1,0,0,31
C01832,2025-11-27,Meru,SME_Trade,Self_Employed,M,63,Tier3,393,0,Overdraft,69776.77,415648.39,0.1111,0.1887,0,79430.88,0.8785,701.7,2,0,0,1,1855.41,14727.13,18998.4,22,1,2,0,0,29
C01947,2025-11-27,Nairobi,SME_Trade,Self_Employed,F,28,Tier2,354,0,Credit_Card,105115.02,303941.37,0.2274,0.3854,0,,,617.6,1,0,0,1,3710.25,140835.33,99388.44,13,3,3,0,0,15
C01972,2025-11-27,Nairobi,Salaried,Permanent,M,62,Tier1,375,1,Overdraft,139388.53,391335.96,0.352,0.2426,0,,,652.3,1,1,3,5,0.0,84086.68,28728.63,19,6,0,0,0,16
C01973,2025-11-27,Nakuru,Salaried,Contract,M,51,Tier2,450,1,Credit_Card,0.0,200536.25,0.0,0.2977,0,,,655.0,1,2,1,0,31307.98,191143.05,264187.55,27,7,1,0,0,9
C01980,2025-11-27,Nyeri,Construction,Self_Employed,M,56,Tier2,395,1,Credit_Card,156187.51,255272.38,0.5995,0.3146,0,,,717.9,3,0,0,2,12935.81,126142.5,103604.16,20,6,0,0,0,26
C02001,2025-11-27,Nakuru,Salaried,Permanent,F,60,Tier2,371,1,Personal_Loan,612541.23,,,0.2679,12,412043.81,1.4866,779.1,1,1,31,6,0.0,51996.53,51287.98,27,7,3,0,0,14
C02016,2025-11-27,Nairobi,Salaried,Permanent,M,35,Tier2,386,1,Personal_Loan,204954.8,,,0.2499,36,770455.92,0.266,642.5,1,1,0,4,333.19,12148.66,8819.73,31,5,2,0,0,26
C02023,2025-11-27,Nairobi,SME_Trade,Micro_Enterprise,M,50,Tier2,203,0,Credit_Card,0.0,201648.09,0.0,0.274,0,,,528.0,1,1,24,1,1344.04,22950.32,24908.46,14,4,2,0,0,34
C02092,2025-11-27,Nairobi,SME_Services,Self_Employed,M,35,Tier2,303,0,SME_Loan,687147.45,,,0.1909,12,199275.81,3.4482,608.0,3,0,4,4,10857.06,95687.99,73238.18,24,8,1,0,0,20
C02106,2025-11-27,Mombasa,Salaried,Permanent,F,33,Tier2,332,1,Personal_Loan,259756.45,,,0.1786,12,289408.86,0.8975,566.5,1,2,0,1,5370.91,75048.57,32843.99,20,5,0,0,0,6
C02119,2025-11-27,Kakamega,Agribusiness,Micro_Enterprise,M,45,Tier2,314,0,Personal_Loan,303112.4,,,0.1939,24,371887.12,0.8151,575.0,2,0,3,0,161.8,1031.54,1133.22,11,1,1,1,0,33
C02210,2025-11-27,Kiambu,Other,Self_Employed,F,27,Tier2,251,0,Personal_Loan,264115.35,,,0.1657,24,495944.82,0.5325,605.9,1,0,16,1,1246.23,17861.31,17677.53,25,4,0,0,0,16
C02242,2025-11-27,Nyeri,Agribusiness,Micro_Enterprise,F,50,Tier1,410,1,Personal_Loan,140036.06,,,0.1683,36,728931.42,0.1921,665.2,1,1,8,6,13324.61,56123.93,27827.21,14,4,0,0,0,5
C02254,2025-11-27,Kisumu,Other,Micro_Enterprise,F,43,Tier2,437,0,SME_Loan,601207.44,,,0.2414,24,1008557.52,0.5961,607.9,3,1,0,1,7078.25,33567.52,26662.69,21,4,1,0,0,16
C02281,2025-11-27,Nairobi,Salaried,Permanent,M,55,Tier2,401,1,SME_Loan,345028.41,,,0.2438,12,375078.48,0.9199,615.0,4,1,2,5,23368.88,132166.64,131894.65,30,4,0,0,0,15
C02301,2025-11-27,Kakamega,Salaried,Permanent,M,33,Tier3,403,1,Personal_Loan,318434.72,,,0.3196,18,0.0,5.0,599.9,1,0,0,0,15045.31,34742.87,23675.38,42,4,1,0,0,6
C02316,2025-11-27,Kakamega,Salaried,Permanent,M,21,Tier2,416,1,SME_Loan,475521.35,,,0.1951,24,326229.98,1.4576,583.3,3,0,0,0,0.0,174592.88,130314.54,24,8,0,0,1,11
C02317,2025-11-27,Nairobi,Construction,Micro_Enterprise,F,24,Tier1,324,0,Credit_Card,85184.8,309832.56,0.2671,0.2742,0,,,608.4,1,1,4,1,13733.54,64198.81,78133.43,17,1,1,0,0,9
C02325,2025-11-27,Nairobi,Hospitality,Self_Employed,F,54,Tier2,229,1,Overdraft,122075.7,147129.75,0.8046,0.2697,0,0.0,5.0,642.6,1,1,31,1,6707.24,37404.01,33322.9,18,8,2,0,0,31
C02350,2025-11-27,Uasin Gishu,SME_Trade,Micro_Enterprise,M,43,Tier2,399,1,Overdraft,0.0,107845.91,0.198,0.2019,0,,,575.5,1,1,0,2,6435.17,43097.54,14930.23,14,3,2,0,0,5
C02367,2025-11-27,Nairobi,Salaried,Permanent,M,36,Tier2,250,1,Personal_Loan,390558.23,,,0.1732,24,620100.14,0.6298,521.9,1,0,0,0,996.16,139892.74,151307.86,27,4,0,0,0,9
C02377,2025-11-27,Nyeri,Salaried,Permanent,M,59,Tier2,313,1,SME_Loan,758874.02,,,0.1001,36,671990.32,1.1293,573.8,4,1,7,2,3611.76,40608.6,42101.34,25,9,0,0,0,31
C02398,2025-11-27,Mombasa,Salaried,Contract,M,34,Tier3,433,1,Personal_Loan,160505.12,,,0.2881,12,1364223.32,0.1177,569.3,1,0,3,3,36532.24,164360.18,224153.87,31,3,1,0,0,20
C02402,2025-11-27,Nairobi,Salaried,Permanent,M,46,Tier1,309,1,Personal_Loan,172541.51,,,0.2611,18,376159.1,0.4587,504.9,1,3,22,5,54822.17,176243.88,220767.88,19,9,0,0,0,32
C02462,2025-11-27,Machakos,Agribusiness,Micro_Enterprise,F,30,Tier2,352,0,Overdraft,81671.55,281675.32,0.372,0.224,0,69815.56,1.1698,433.9,3,1,54,2,14361.19,74352.1,31855.48,11,5,2,0,0,210
C02501,2025-11-27,Meru,SME_Trade,Self_Employed,F,52,Tier2,422,0,SME_Loan,178139.83,,,0.1924,36,477158.67,0.3733,472.5,2,1,23,1,584.86,9633.62,8048.7,20,9,1,0,0,17
