customer_id,snapshot_date,county,sector,employment_type,gender,age,kyc_level,relationship_length_months,salary_inflow_flag,product_type,loan_balance_kes,credit_limit_kes,utilization_ratio,interest_rate,loan_term_months,collateral_value_kes,loan_to_value,bureau_score,num_active_loans,num_closed_loans,days_past_due,missed_payments_6m,avg_daily_balance_30d_kes,inflow_30d_kes,outflow_30d_kes,digital_txn_count_30d,atm_withdrawals_30d,branch_visits_30d,collection_contacted_after_snapshot,chargeoff_indicator,days_to_next_payment,default_next_90d
C01634,2025-01-31,Machakos,Transport,Self_Employed,M,60,Tier3,60,1,Personal_Loan,369796.52,,,0.1615,12,535267.44,0.6909,599.7,3,1,1,1,18974.35,86001.62,78972.29,26,4,1,1,1,203,1
C01635,2025-01-31,Kakamega,Agribusiness,Self_Employed,F,39,Tier1,62,0,Personal_Loan,463420.05,,,0.2197,24,627666.02,0.7383,694.8,1,1,5,2,987.49,37898.71,36143.95,22,6,3,0,0,22,0
C01637,2025-01-31,Kisumu,SME_Services,Micro_Enterprise,M,28,Tier2,87,0,SME_Loan,437346.64,,,0.1892,36,179631.53,2.4347,658.2,3,2,7,2,28998.17,180830.05,227965.55,16,4,0,0,0,25,0
C01638,2025-01-31,Nairobi,SME_Services,Micro_Enterprise,M,48,Tier2,86,0,Personal_Loan,221495.7,,,0.2601,24,768034.57,0.2884,635.0,1,0,1,2,15854.75,164784.55,90526.32,26,2,1,1,0,11,0
C01643,2025-01-31,Nairobi,SME_Services,Micro_Enterprise,M,41,Tier2,84,0,Overdraft,92300.79,123619.31,0.8842,0.2666,0,219487.79,0.4205,665.8,1,0,2,2,35495.81,121985.46,108925.25,15,6,3,0,0,11,0
C01648,2025-01-31,Nairobi,SME_Trade,Self_Employed,F,50,Tier3,71,0,SME_Loan,530879.71,,,0.2073,36,731500.36,0.7257,625.0,2,0,6,2,27375.58,107596.75,32896.88,20,7,1,0,0,34,0
C01649,2025-01-31,Uasin Gishu,Construction,Self_Employed,M,64,Tier3,77,0,Credit_Card,23529.51,213415.59,0.0,0.342,0,,,637.2,1,0,2,2,22490.88,131414.35,145264.82,23,8,1,0,0,8,0
C01652,2025-01-31,Nakuru,Salaried,Permanent,M,21,Tier2,119,1,Personal_Loan,249729.65,,,0.1514,18,158087.6,1.5797,607.5,1,1,3,2,8170.91,64585.21,56255.84,20,5,2,0,1,129,1
C01654,2025-01-31,Mombasa,SME_Services,Self_Employed,M,47,Tier1,30,0,SME_Loan,663895.37,,,0.3163,24,486935.65,1.3634,636.8,2,1,0,0,5617.9,35991.48,20794.45,21,1,0,0,0,9,0
C01655,2025-01-31,Kisumu,Salaried,Permanent,M,28,Tier2,97,1,Personal_Loan,455339.32,,,0.1989,12,862025.99,0.5282,738.3,2,2,10,4,2695.4,18384.02,12477.81,22,4,0,0,0,27,0
C01656,2025-01-31,Machakos,Salaried,Contract,M,31,Tier2,79,1,Overdraft,270437.15,135326.38,1.8,0.1787,0,277927.3,0.973,609.8,1,0,7,2,19013.5,259950.19,349305.31,26,1,1,1,1,160,1
C01657,2025-01-31,Machakos,Transport,Self_Employed,M,59,Tier1,79,1,Personal_Loan,180994.39,,,0.2285,24,580387.35,0.3119,604.3,1,2,5,2,2029.29,21651.12,26119.58,18,4,0,0,0,30,0
C01658,2025-01-31,Machakos,SME_Services,Self_Employed,F,60,Tier2,8,1,Personal_Loan,88083.25,,,0.2009,36,0.0,5.0,566.4,2,1,4,2,31689.56,97157.57,81356.42,23,4,1,0,0,31,0
C01660,2025-01-31,Mombasa,Salaried,Permanent,F,32,Tier2,41,1,SME_Loan,604610.74,,,0.0766,12,276141.0,2.1895,596.2,1,0,0,2,4433.62,28392.33,28932.75,33,3,1,0,0,27,0
C01664,2025-01-31,Kiambu,SME_Trade,Self_Employed,F,45,Tier1,78,0,Personal_Loan,519444.29,,,0.2613,12,415040.38,1.2516,675.9,2,1,1,1,15332.03,119962.73,67263.92,21,0,2,1,0,29,0
C01665,2025-01-31,Machakos,Salaried,Contract,F,44,Tier2,52,1,Personal_Loan,552358.55,,,0.2184,36,487404.35,1.1333,701.1,1,0,4,1,0.0,0.0,0.0,30,3,0,0,0,12,0
C01666,2025-01-31,Kakamega,Other,Micro_Enterprise,F,38,Tier2,83,1,SME_Loan,30033.71,,,0.1843,36,307275.2,0.0977,685.9,1,0,1,1,5634.01,25965.0,20445.96,14,3,1,1,0,22,0
C01667,2025-01-31,Mombasa,SME_Trade,Self_Employed,M,54,Tier1,8,0,SME_Loan,642033.93,,,0.2114,24,0.0,5.0,699.8,2,0,2,1,3960.83,15313.3,7313.83,11,5,2,0,0,12,0
C01668,2025-01-31,Kiambu,Salaried,Permanent,M,51,Tier2,31,1,Personal_Loan,585332.26,,,0.1645,18,564560.22,1.0368,634.4,2,1,6,2,23466.85,149569.94,103680.72,31,6,1,0,0,27,0
C01669,2025-01-31,Nairobi,Salaried,Permanent,F,44,Tier1,18,1,Personal_Loan,371188.22,,,0.1625,24,271171.11,1.3688,641.2,1,0,3,1,19466.87,69474.29,70139.52,24,9,1,0,0,33,0
C01670,2025-01-31,Uasin Gishu,Agribusiness,Micro_Enterprise,M,53,Tier2,119,0,SME_Loan,825487.39,,,0.1966,36,287409.59,2.8722,764.8,2,0,4,3,2006.3,29620.11,21629.95,12,4,2,0,0,10,0
C01674,2025-01-31,Nakuru,Salaried,Contract,F,55,Tier1,147,1,Overdraft,165827.43,437503.3,0.4094,0.2474,0,41965.21,3.9515,689.9,1,1,3,2,61967.81,273535.64,53513.0,25,8,1,0,0,25,0
C01676,2025-01-31,Nairobi,SME_Trade,Self_Employed,M,65,Tier3,23,0,Personal_Loan,331460.9,,,0.2112,12,523932.46,0.6326,641.4,1,1,4,0,22312.41,72240.09,101386.34,23,4,0,0,0,11,0
C01677,2025-01-31,Nairobi,Salaried,Permanent,F,27,Tier2,80,1,SME_Loan,534115.75,,,0.1901,24,50415.58,5.0,727.9,3,0,1,3,1726.42,13580.6,13380.91,16,5,0,0,0,32,0
C01678,2025-01-31,Kakamega,Transport,Self_Employed,M,39,Tier1,81,1,Personal_Loan,516262.26,,,0.2846,36,531035.57,0.9722,680.1,2,0,8,2,182.21,136255.73,156964.76,23,4,3,0,0,13,0
C01679,2025-01-31,Mombasa,SME_Trade,Micro_Enterprise,M,62,Tier2,97,0,SME_Loan,1051676.56,,,0.1974,24,597612.46,1.7598,633.6,3,1,8,3,1199.21,121174.96,158077.33,17,6,2,0,0,21,0
C01683,2025-01-31,Nakuru,Salaried,Permanent,M,22,Tier1,91,1,Overdraft,210315.93,335565.8,0.6807,0.2292,0,225274.98,0.9336,663.5,1,0,7,2,0.0,104295.26,74704.13,20,5,0,0,0,32,0
C01684,2025-01-31,Kiambu,SME_Trade,Self_Employed,F,56,Tier2,91,0,Overdraft,106991.29,175814.33,0.6517,0.199,0,208804.06,0.5124,656.7,6,1,1,1,816.97,191803.26,179484.9,22,1,0,0,0,18,0
C01686,2025-01-31,Kiambu,Other,Self_Employed,M,44,Tier3,60,1,Overdraft,242012.16,315446.58,0.7952,0.2846,0,182025.71,1.3295,720.3,1,0,0,1,500.32,2515.71,1474.2,17,3,0,0,0,7,0
C01687,2025-01-31,Kakamega,Salaried,Contract,F,40,Tier2,5,1,Personal_Loan,463283.49,,,0.2471,12,974187.1,0.4756,721.8,3,0,7,2,16846.67,94575.82,101669.87,23,11,0,0,0,34,0
C01690,2025-01-31,Nairobi,SME_Trade,Micro_Enterprise,M,25,Tier3,54,0,SME_Loan,622569.35,,,0.2623,12,448718.7,1.3874,718.2,2,0,11,1,1467.99,15249.77,16552.46,19,8,3,0,0,24,0
C01693,2025-01-31,Nakuru,Other,Micro_Enterprise,F,50,Tier2,52,0,Personal_Loan,510405.91,,,0.2469,36,,,574.1,2,2,2,3,0.0,0.0,0.0,26,6,0,0,0,11,0
C01697,2025-01-31,Kiambu,Transport,Micro_Enterprise,M,42,Tier2,144,0,Personal_Loan,409691.12,,,0.2083,24,563934.27,0.7265,706.1,1,2,4,1,25098.95,168912.2,168973.65,17,3,0,0,0,16,0
C01700,2025-01-31,Kakamega,Salaried,Permanent,M,64,Tier2,75,1,Overdraft,71374.97,462452.3,0.0884,0.2849,0,105362.36,0.6774,469.9,2,2,18,2,3472.98,22894.42,26280.91,35,7,0,0,0,152,1
C01701,2025-01-31,Uasin Gishu,SME_Trade,Micro_Enterprise,M,32,Tier2,34,1,Overdraft,38173.15,309413.54,0.0828,0.3168,0,,,603.9,2,1,10,1,1926.17,55219.56,69793.28,17,6,0,0,0,31,0
C01705,2025-01-31,Kiambu,Salaried,Contract,M,62,Tier2,35,1,SME_Loan,687655.15,,,0.1742,24,406688.22,1.6909,611.5,3,1,0,0,25606.57,219716.11,154702.46,23,6,2,0,0,19,0
C01706,2025-01-31,Kisumu,Transport,Micro_Enterprise,M,59,Tier3,70,0,Overdraft,98700.85,137279.58,0.7052,0.1985,0,,,615.3,3,0,13,3,18830.14,72404.44,39467.44,23,4,0,0,0,13,0
C01707,2025-01-31,Nairobi,SME_Trade,Self_Employed,M,65,Tier2,88,0,Personal_Loan,385438.96,,,0.2182,12,126561.7,3.0455,540.2,1,1,6,1,268.25,46986.9,58219.23,16,6,1,0,0,15,0
C01711,2025-01-31,Mombasa,Other,Micro_Enterprise,F,36,Tier3,6,1,Credit_Card,0.0,314730.49,0.0,0.3901,0,,,707.7,2,3,1,1,37655.67,114362.32,121566.95,23,2,3,0,0,136,1
C01714,2025-01-31,Mombasa,Agribusiness,Self_Employed,F,54,Tier1,89,1,Personal_Loan,331383.12,,,0.2082,18,80092.01,4.1375,621.8,3,0,0,0,25535.48,103373.64,70185.83,15,2,2,0,0,22,0
C01715,2025-01-31,Nairobi,Salaried,Contract,M,49,Tier2,109,1,Overdraft,193478.57,327083.1,0.6022,0.2849,0,0.0,5.0,663.9,1,0,2,1,11631.41,49245.79,34582.75,30,5,1,0,0,7,0
C01717,2025-01-31,Nakuru,SME_Trade,Self_Employed,M,50,Tier1,77,1,Personal_Loan,454647.08,,,0.2225,12,614470.34,0.7399,657.1,3,0,3,1,5549.92,107697.58,86251.82,17,5,2,0,0,32,0
C01723,2025-01-31,Nairobi,Agribusiness,Self_Employed,M,50,Tier2,109,0,Overdraft,143789.42,269574.4,0.4706,0.1611,0,123091.18,1.1682,663.4,1,0,9,3,29096.32,96669.9,118541.55,18,3,0,0,0,8,0
C01724,2025-01-31,Nyeri,Transport,Self_Employed,F,53,Tier2,47,1,Personal_Loan,433660.19,,,0.1921,24,513135.89,0.8451,723.6,1,1,1,1,4350.96,19404.31,18082.44,19,5,4,0,0,25,0
C01725,2025-01-31,Nakuru,SME_Trade,Self_Employed,M,45,Tier2,72,1,SME_Loan,194852.04,,,0.149,36,95558.39,2.0391,582.0,1,1,6,1,4575.13,23907.84,27920.84,17,5,1,0,0,5,0
C01726,2025-01-31,Nairobi,Salaried,Contract,F,56,Tier2,75,1,SME_Loan,1052904.28,,,0.1688,24,218793.17,4.8123,622.8,2,3,7,2,7643.44,157359.89,162170.47,30,5,0,0,0,11,0
C01729,2025-01-31,Machakos,Salaried,Contract,M,40,Tier2,40,1,Credit_Card,8032.03,229327.03,0.106,0.4065,0,,,637.3,3,1,3,1,31785.79,162819.19,83799.32,24,5,1,0,0,31,0
C01730,2025-01-31,Kiambu,Construction,Micro_Enterprise,M,25,Tier2,114,0,SME_Loan,884592.03,,,0.1987,24,321074.17,2.7551,544.9,5,1,4,2,7963.96,49152.95,38152.12,16,2,1,1,1,200,1
C01731,2025-01-31,Nyeri,Other,Self_Employed,F,56,Tier2,39,0,Personal_Loan,224945.15,,,0.2917,18,0.0,5.0,666.0,1,0,0,0,14324.86,60260.85,32374.34,17,2,1,0,0,25,0
C01738,2025-01-31,Nairobi,Salaried,Contract,M,25,Tier2,82,1,SME_Loan,814366.86,,,0.2554,24,553035.23,1.4725,678.8,3,2,5,1,5014.7,29991.19,24475.78,28,8,2,0,0,32,0
C01740,2025-01-31,Nairobi,SME_Services,Self_Employed,M,30,Tier2,21,1,Personal_Loan,437889.83,,,0.2516,24,117239.71,3.735,588.1,2,0,3,3,6435.22,45095.58,42510.75,16,3,1,0,0,9,0
C01741,2025-01-31,Nairobi,Salaried,Permanent,M,40,Tier2,150,1,Personal_Loan,209571.56,,,0.1782,12,,,598.7,3,1,6,2,4805.23,95501.03,72290.92,39,8,1,0,0,26,0
C01744,2025-01-31,Nakuru,SME_Trade,Self_Employed,M,22,Tier1,73,0,Credit_Card,71378.24,98095.52,0.8106,0.3671,0,,,565.5,1,1,1,2,5355.71,53484.11,38817.44,20,6,0,0,0,17,0
C01752,2025-01-31,Kakamega,Salaried,Permanent,M,60,Tier3,114,1,Personal_Loan,11669.75,,,0.1499,36,900511.76,0.05,636.4,1,0,0,0,6258.23,20372.45,7026.94,37,3,0,0,1,144,1
C01755,2025-01-31,Kakamega,Agribusiness,Self_Employed,M,49,Tier2,20,0,Personal_Loan,95933.2,,,0.191,12,,,621.7,1,0,0,0,3328.45,13196.13,8534.34,22,0,3,0,0,32,0
C01756,2025-01-31,Kisumu,Agribusiness,Micro_Enterprise,M,35,Tier2,70,1,SME_Loan,886925.73,,,0.2428,36,774136.91,1.1457,718.8,3,0,1,0,0.0,35448.28,22025.07,19,4,0,0,0,12,0
C01757,2025-01-31,Machakos,SME_Services,Micro_Enterprise,M,36,Tier2,81,0,SME_Loan,832125.36,,,0.1601,24,548650.46,1.5167,643.8,2,1,7,1,23814.49,106070.28,104389.8,16,4,3,1,1,184,1
C01760,2025-01-31,Nakuru,Transport,Micro_Enterprise,F,47,Tier1,15,0,SME_Loan,866314.5,,,0.2535,24,707425.13,1.2246,650.2,1,2,5,1,7039.81,39872.84,39038.56,20,1,2,0,0,6,0
C01761,2025-01-31,Nairobi,SME_Services,Micro_Enterprise,M,38,Tier3,51,0,Credit_Card,83863.62,215103.32,0.4124,0.3053,0,,,674.2,1,0,0,1,4317.92,19725.17,14065.59,16,1,0,0,0,7,0
C01762,2025-01-31,Nyeri,Transport,Self_Employed,M,39,Tier1,46,0,Personal_Loan,412551.22,,,0.1959,24,656803.1,0.6281,557.0,4,1,2,3,0.0,0.0,0.0,16,5,0,0,0,10,0
C01763,2025-01-31,Nairobi,Salaried,Permanent,M,21,Tier2,108,1,SME_Loan,773928.87,,,0.2279,36,813865.0,0.9509,596.8,4,0,1,1,3224.0,14823.16,13894.35,17,6,0,0,0,32,0
C01764,2025-01-31,Kiambu,SME_Trade,Micro_Enterprise,M,48,Tier2,83,0,Personal_Loan,362885.97,,,0.2161,18,,,535.2,1,0,5,1,0.0,0.0,0.0,22,8,0,0,0,31,0
C01768,2025-01-31,Nairobi,SME_Services,Self_Employed,F,42,Tier1,33,1,Overdraft,0.0,523652.55,0.0,0.2443,0,0.0,0.05,527.8,1,1,11,1,2620.19,75554.93,74338.52,15,6,1,0,0,17,0
C01769,2025-01-31,Nairobi,SME_Services,Self_Employed,M,24,Tier2,92,0,Overdraft,0.0,130958.45,0.1276,0.239,0,236230.14,0.05,537.1,4,2,0,0,15825.17,98834.95,78887.43,14,2,0,1,0,26,0
C01772,2025-01-31,Nyeri,Agribusiness,Self_Employed,M,37,Tier2,30,0,Personal_Loan,444980.07,,,0.2369,18,143544.15,3.1,560.7,1,0,5,4,9809.72,59388.17,71192.84,18,3,0,0,0,13,0
C01782,2025-01-31,Nairobi,Salaried,Permanent,F,36,Tier2,65,1,SME_Loan,716832.0,,,0.1594,36,57878.18,5.0,631.5,3,0,0,1,31276.31,85302.23,82835.47,24,5,0,0,0,34,0
C01786,2025-01-31,Uasin Gishu,Salaried,Permanent,M,31,Tier2,100,1,Credit_Card,30592.84,225982.99,0.1111,0.2469,0,,,576.1,1,1,0,1,9072.41,70848.46,76013.3,29,6,3,0,0,14,0
C01787,2025-01-31,Nairobi,Agribusiness,Micro_Enterprise,F,29,Tier2,24,1,SME_Loan,758575.57,,,0.1342,12,177638.21,4.2703,616.1,1,0,2,1,3460.49,11481.12,12653.65,16,6,0,0,0,34,0
C01791,2025-01-31,Kiambu,Hospitality,Self_Employed,M,47,Tier3,102,0,SME_Loan,651865.5,,,0.237,12,665077.84,0.9801,682.8,2,0,4,3,32657.46,132576.27,129113.72,29,3,0,0,0,10,0
C01794,2025-01-31,Nairobi,Agribusiness,Micro_Enterprise,F,33,Tier2,78,0,Personal_Loan,455792.39,,,0.1666,12,736992.39,0.6184,652.0,3,1,1,4,15593.29,60422.32,53720.9,20,2,1,1,0,238,1
C01796,2025-01-31,Nyeri,Transport,Self_Employed,M,30,Tier1,90,0,Personal_Loan,532723.49,,,0.2603,36,337076.6,1.5804,742.5,1,1,5,1,0.0,148567.62,153426.87,24,3,1,0,0,33,0
C01797,2025-01-31,Mombasa,SME_Services,Micro_Enterprise,M,64,Tier1,81,0,Overdraft,75788.51,485085.65,0.2114,0.2584,0,91758.16,0.826,552.8,2,1,8,2,5557.36,22416.89,16039.09,13,3,1,0,0,28,0
C01798,2025-01-31,Mombasa,SME_Trade,Micro_Enterprise,M,29,Tier2,9,1,Personal_Loan,235445.55,,,0.1417,18,456245.98,0.516,495.1,1,1,15,3,149.54,10594.91,12618.71,20,4,0,0,0,9,0
C01800,2025-01-31,Nairobi,SME_Trade,Self_Employed,M,44,Tier1,142,1,SME_Loan,807291.31,,,0.1872,24,280372.47,2.8794,706.6,3,1,0,1,6746.93,26915.23,32015.89,16,5,0,0,0,31,0
C01804,2025-01-31,Kisumu,Salaried,Contract,M,32,Tier2,80,1,SME_Loan,496898.57,,,0.1867,24,,,593.9,2,1,17,4,4283.03,102437.3,108927.24,27,6,1,1,0,189,1
C01806,2025-01-31,Mombasa,Hospitality,Self_Employed,M,23,Tier1,134,0,Personal_Loan,85381.58,,,0.3031,36,193985.44,0.4401,674.2,1,2,2,1,12262.92,69211.58,92190.48,13,7,2,0,0,9,0
C01808,2025-01-31,Nairobi,Salaried,Permanent,M,42,Tier3,102,1,Credit_Card,20022.91,243691.95,0.27,0.3498,0,,,569.3,4,0,6,6,19222.88,170208.48,136263.32,21,3,1,0,0,6,0
C01813,2025-01-31,Nairobi,Transport,Micro_Enterprise,M,51,Tier3,125,0,Credit_Card,65806.12,221155.14,0.1823,0.2873,0,,,644.8,2,0,15,2,5047.76,46653.76,39119.56,18,6,0,0,0,29,0
C01814,2025-01-31,Nairobi,Salaried,Permanent,F,43,Tier2,18,1,SME_Loan,502491.4,,,0.2035,24,,,673.1,1,2,0,1,0.0,81525.65,69158.47,22,7,0,0,0,160,1
C01817,2025-01-31,Kiambu,Salaried,Contract,M,31,Tier1,49,1,Personal_Loan,431948.84,,,0.1821,12,665647.55,0.6489,605.9,1,2,0,0,0.0,0.0,0.0,29,12,2,0,0,24,0
C01819,2025-01-31,Kisumu,Salaried,Permanent,M,27,Tier1,50,1,SME_Loan,531202.77,,,0.1915,12,274399.7,1.9359,570.5,2,0,1,1,3756.34,46004.63,54693.04,15,7,0,0,0,21,0
C01820,2025-01-31,Kiambu,Hospitality,Micro_Enterprise,F,34,Tier2,135,0,Personal_Loan,358087.5,,,0.1985,12,,,763.6,2,0,0,4,2877.82,53990.18,40602.87,17,6,4,0,0,13,0
C01824,2025-01-31,Nakuru,SME_Trade,Self_Employed,F,60,Tier2,40,0,Personal_Loan,359211.05,,,0.3329,18,444101.83,0.8088,502.6,1,1,11,0,2914.67,22228.29,19152.91,16,4,0,1,0,188,1
C01825,2025-01-31,Machakos,Transport,Self_Employed,F,55,Tier2,8,1,Personal_Loan,189011.04,,,0.2599,18,,,570.6,1,0,2,3,12862.9,110905.06,130447.15,23,5,0,0,0,12,0
C01828,2025-01-31,Nyeri,SME_Trade,Self_Employed,F,65,Tier1,122,0,Personal_Loan,473877.08,,,0.1714,36,1197333.06,0.3958,659.6,1,3,0,2,10800.44,92273.88,117301.05,21,6,1,0,0,15,0
C01835,2025-01-31,Uasin Gishu,SME_Trade,Micro_Enterprise,M,39,Tier1,61,1,Personal_Loan,536124.59,,,0.2456,12,959824.29,0.5586,572.8,2,2,8,4,73.88,5308.2,4462.45,14,4,1,1,0,7,0
C01837,2025-01-31,Machakos,SME_Services,Self_Employed,F,63,Tier3,103,1,Overdraft,174378.1,263728.07,0.6302,0.3027,0,0.0,5.0,445.4,1,0,5,2,10698.0,61032.15,16065.45,25,2,0,0,0,20,0
C01844,2025-01-31,Machakos,SME_Trade,Micro_Enterprise,F,59,Tier2,146,0,Personal_Loan,312225.96,,,0.2795,36,940928.88,0.3318,649.3,3,1,0,0,5102.13,47676.87,32414.48,23,4,1,0,0,27,0
C01848,2025-01-31,Mombasa,SME_Trade,Self_Employed,M,45,Tier3,52,0,Personal_Loan,429698.8,,,0.1968,18,524436.91,0.8194,687.4,1,0,7,1,5551.17,23581.26,29813.61,26,4,0,0,0,15,0
C01849,2025-01-31,Nairobi,Salaried,Contract,M,44,Tier1,90,1,Personal_Loan,651187.39,,,0.2225,24,,,629.3,1,3,0,2,33606.47,123157.0,74780.47,25,4,0,0,0,31,0
C01851,2025-01-31,Mombasa,Agribusiness,Self_Employed,F,24,Tier2,128,1,Overdraft,248020.27,157282.99,1.4722,0.2411,0,,,601.5,3,0,0,0,2908.0,37258.53,40390.32,16,3,0,0,0,26,0
C01852,2025-01-31,Nairobi,Agribusiness,Self_Employed,F,32,Tier1,140,0,Personal_Loan,252169.24,,,0.2583,36,600906.56,0.4196,627.3,1,1,7,0,13755.93,81841.99,33277.27,21,2,0,0,0,19,0
C01858,2025-01-31,Nakuru,Hospitality,Self_Employed,F,47,Tier1,39,0,Personal_Loan,328018.83,,,0.254,12,243237.96,1.3486,706.7,1,3,1,1,4118.73,39372.78,27734.48,14,5,1,0,0,32,0
C01863,2025-01-31,Kiambu,Construction,Self_Employed,M,59,Tier2,127,0,Personal_Loan,38488.75,,,0.3004,12,0.0,5.0,706.7,3,2,5,1,5266.21,49281.38,58526.7,21,2,0,1,0,155,1
C01864,2025-01-31,Nakuru,Salaried,Permanent,M,37,Tier2,121,1,Personal_Loan,264044.86,,,0.28,36,580733.84,0.4547,615.9,2,2,3,2,3686.6,31511.41,32973.66,25,5,1,0,0,17,0
C01865,2025-01-31,Machakos,SME_Services,Self_Employed,M,58,Tier2,103,0,SME_Loan,596006.97,,,0.1553,36,527822.06,1.1292,602.8,2,1,10,4,3622.06,28158.96,35526.7,19,11,2,0,0,7,0
C01868,2025-01-31,Kiambu,SME_Services,Self_Employed,F,55,Tier1,139,0,Personal_Loan,103272.03,,,0.1979,24,459057.67,0.225,677.5,2,1,7,1,0.0,0.0,0.0,20,3,0,0,0,18,0
C01872,2025-01-31,Nairobi,SME_Trade,Self_Employed,F,30,Tier1,131,0,SME_Loan,291902.66,,,0.3089,24,353564.16,0.8256,673.9,1,0,0,0,10300.63,86727.87,76629.79,27,9,0,0,0,10,0
C01875,2025-01-31,Nairobi,SME_Trade,Micro_Enterprise,M,39,Tier3,104,0,Overdraft,122584.4,313154.52,0.389,0.2431,0,101267.45,1.2105,572.7,1,1,3,0,11178.05,41547.16,51196.39,27,4,0,0,0,16,0
C01876,2025-01-31,Nyeri,Agribusiness,Micro_Enterprise,M,26,Tier2,59,0,Overdraft,210777.74,247088.29,0.8153,0.2446,0,10162.84,5.0,656.2,1,1,0,0,9005.72,42118.77,38533.58,13,4,1,0,0,30,0
C01879,2025-01-31,Meru,Construction,Micro_Enterprise,M,53,Tier3,11,0,SME_Loan,868514.56,,,0.198,36,344347.74,2.5222,532.6,2,2,8,1,1282.75,25994.39,27441.53,20,2,0,0,0,32,0
C01881,2025-01-31,Kisumu,Salaried,Contract,F,38,Tier2,14,1,SME_Loan,703029.88,,,0.2072,36,,,555.3,3,2,0,0,12951.91,72345.09,93159.4,37,4,0,0,0,25,0
C01882,2025-01-31,Kiambu,Salaried,Contract,M,32,Tier3,73,1,Overdraft,158672.41,363676.36,0.4909,0.22,0,222346.75,0.7136,479.0,3,0,12,2,13559.48,87932.32,78091.79,27,8,0,0,0,11,0
C01883,2025-01-31,Nairobi,Other,Micro_Enterprise,M,29,Tier1,122,0,Personal_Loan,77066.61,,,0.224,18,329871.19,0.2336,594.2,2,1,5,5,16631.65,83134.26,68765.33,21,3,1,0,0,24,0
C01884,2025-01-31,Kisumu,SME_Services,Self_Employed,F,59,Tier3,114,0,Personal_Loan,164219.16,,,0.2315,18,567442.48,0.2894,637.0,1,4,7,0,46619.03,237971.89,194885.79,30,3,1,0,0,13,0
C01886,2025-01-31,Kiambu,Salaried,Permanent,F,29,Tier2,81,1,Personal_Loan,275867.39,,,0.2484,12,153403.59,1.7983,525.7,1,0,1,2,4278.28,15747.33,17365.68,18,4,2,0,0,18,0
C01891,2025-01-31,Kisumu,Agribusiness,Self_Employed,F,29,Tier2,28,1,SME_Loan,580505.62,,,0.156,36,396750.1,1.4632,698.3,5,0,2,1,4826.91,46990.76,37371.14,16,3,2,0,0,9,0
C01892,2025-01-31,Kiambu,Transport,Self_Employed,F,32,Tier3,116,0,Personal_Loan,604788.24,,,0.197,24,83707.81,5.0,691.3,1,0,13,1,651.85,21333.35,19447.4,22,6,2,0,0,15,0
C01893,2025-01-31,Machakos,Transport,Micro_Enterprise,M,60,Tier2,75,0,Personal_Loan,279073.36,,,0.1806,24,434319.09,0.6426,642.1,2,1,1,4,2255.16,99226.28,79773.55,20,3,2,0,0,9,0
C01895,2025-01-31,Meru,SME_Services,Self_Employed,F,27,Tier1,40,1,Overdraft,9284.86,530010.35,0.0743,0.1813,0,247345.3,0.05,674.6,1,0,0,0,14218.52,57186.62,65344.16,12,6,0,1,0,158,1
C01897,2025-01-31,Mombasa,SME_Trade,Self_Employed,F,46,Tier2,46,0,Personal_Loan,500273.2,,,0.1485,12,679019.31,0.7368,629.1,2,2,14,2,30007.33,98136.91,109387.77,18,7,1,0,0,22,0
C01900,2025-01-31,Uasin Gishu,Salaried,Contract,M,36,Tier2,118,1,Credit_Card,103792.17,147820.72,0.7136,0.3512,0,,,586.6,1,1,7,3,6022.62,105687.36,94114.52,24,6,0,0,0,30,0
C01901,2025-01-31,Nakuru,Agribusiness,Self_Employed,F,45,Tier1,90,1,Overdraft,103559.52,116134.19,1.0406,0.2452,0,325157.97,0.3185,779.0,1,1,0,1,3235.85,20772.84,19569.48,21,3,2,0,0,6,0
C01903,2025-01-31,Nyeri,Transport,Micro_Enterprise,F,53,Tier1,53,1,SME_Loan,0.0,,,0.1801,24,456235.61,0.05,603.5,2,1,11,0,5830.14,66661.81,37751.15,16,1,0,0,0,5,0
C01904,2025-01-31,Nakuru,Salaried,Permanent,F,32,Tier3,20,1,Personal_Loan,404977.92,,,0.1985,18,816904.63,0.4957,522.9,2,1,0,1,18482.87,93519.39,83209.15,27,4,0,0,0,23,0
C01906,2025-01-31,Machakos,Salaried,Permanent,F,32,Tier2,140,1,Personal_Loan,270523.75,,,0.2148,24,,,586.5,1,1,0,0,21282.21,148420.56,102987.91,26,3,0,0,0,27,0
C01908,2025-01-31,Nyeri,Agribusiness,Micro_Enterprise,F,28,Tier2,135,0,SME_Loan,771675.96,,,0.074,36,479421.28,1.6096,634.5,1,0,0,3,6230.7,61002.62,46758.52,18,2,0,0,0,15,0
C01911,2025-01-31,Uasin Gishu,Salaried,Permanent,F,24,Tier2,116,1,Personal_Loan,299576.29,,,0.2332,36,467790.62,0.6404,578.8,2,0,4,3,0.0,0.0,0.0,30,9,0,0,0,28,0
C01913,2025-01-31,Nakuru,Other,Micro_Enterprise,M,21,Tier1,51,1,Personal_Loan,327462.73,,,0.243,24,195909.7,1.6715,756.1,1,2,0,0,0.0,65216.98,56137.51,25,4,2,0,0,18,0
